Price,Bedrooms,Bathrooms,Garages,Type,Latitude,Longitude,Remoteness
945000,6,2,1,Detached,52.06694,1.160417,2.098
795000,7,3,1,Detached,52.065117,1.160083,1.917
650000,8,3,1,Detached,52.059258,1.165564,1.737
625000,4,2,0,Detached,52.05566,1.156075,0.975
610000,6,1,2,Detached,52.067734,1.168703,2.513
530000,6,2,0,Semi,52.06497,1.163896,2.065
500000,4,2,0,Detached,52.065704,1.163934,2.129
500000,4,1,0,Detached,52.065704,1.163934,2.129
475000,4,1,0,Detached,52.063854,1.205055,4.412
475000,3,2,0,Flat,52.05182,1.163885,1.363
465000,4,1,1,Detached,52.051487,1.21301,4.719
450000,6,3,0,Detached,52.05918,1.176662,2.411
450000,3,2,0,Flat,52.054996,1.158814,1.106
425000,4,1,1,Detached,52.048683,1.214238,4.81
425000,3,1,0,Bungalow,52.059845,1.181116,2.722
405000,3,1,1,Bungalow,52.072445,1.168118,2.899
399995,4,1,1,Detached,52.051487,1.21301,4.719
389995,3,1,2,Detached,52.05335,1.211364,4.614
385000,5,1,2,Detached,52.053883,1.216537,4.97
380000,2,3,0,Flat,52.05182,1.163885,1.363
379995,4,2,1,Detached,52.07069,1.182923,3.446
375000,4,3,2,Detached,52.05228,1.220551,5.236
375000,3,1,2,Detached,52.064278,1.215694,5.119
375000,4,2,0,Detached,52.06205,1.201365,4.11
375000,4,2,0,Detached,52.06205,1.201365,4.11
375000,4,1,1,Detached,52.073273,1.175766,3.294
375000,4,1,2,Detached,52.05228,1.220551,5.236
370000,4,1,1,Detached,52.05043,1.218521,5.096
365000,4,1,1,Detached,52.05904,1.194555,3.57
355000,3,2,0,Detached,52.061573,1.178758,2.651
350000,4,2,1,Detached,52.06007,1.173778,2.272
340000,4,1,1,Flat,52.062084,1.170083,2.168
340000,4,2,1,Detached,52.06007,1.173778,2.272
337500,2,1,1,Bungalow,52.071823,1.163097,2.658
335000,3,1,1,Detached,52.06584,1.189276,3.508
325000,4,1,1,Detached,52.05228,1.220551,5.236
325000,3,1,1,Bungalow,52.072803,1.18284,3.596
325000,4,1,0,Bungalow,52.06766,1.185116,3.367
325000,4,2,1,Detached,52.06094,1.1640607,1.762
325000,3,1,1,Bungalow,52.049328,1.218924,5.127
319995,4,1,1,Semi,52.07323,1.167969,2.966
315000,4,1,0,Detached,52.056004,1.217945,5.087
315000,4,1,0,Semi,52.063114,1.184311,3.068
315000,4,1,1,Detached,52.05034,1.219799,5.184
315000,3,1,1,Detached,52.071964,1.173352,3.076
310000,4,1,1,Detached,52.051487,1.21301,4.719
310000,5,1,0,Detached,52.06337,1.181177,2.89
310000,5,1,1,Detached,52.050137,1.210404,4.542
310000,5,2,1,Detached,52.050137,1.210404,4.542
305000,4,1,1,Detached,52.05043,1.218521,5.096
300000,3,1,1,Detached,52.06476,1.189681,3.478
300000,4,1,1,Detached,52.05113,1.210679,4.56
300000,4,1,0,Semi,52.056324,1.181624,2.64
300000,3,1,1,Detached,52.058987,1.193603,3.506
300000,4,1,0,Detached,52.05821,1.168802,1.876
299995,4,1,0,Bungalow,52.05637,1.177659,2.378
295000,3,1,0,Semi,52.06476,1.189681,3.478
295000,3,1,0,Semi,52.07221,1.175938,3.214
295000,2,2,0,Flat,52.05263,1.162178,1.256
295000,2,2,0,Flat,52.060158,1.174616,2.328
295000,4,1,0,Detached,52.057697,1.17841,2.468
290000,4,1,1,Flat,52.062084,1.170083,2.168
290000,4,1,1,Flat,52.062084,1.170083,2.168
290000,3,1,0,Semi,52.072056,1.185195,3.662
290000,4,2,1,Semi,52.06196,1.194136,3.638
290000,2,2,0,Flat,52.060158,1.174616,2.328
289995,4,1,1,Detached,52.051563,1.214839,4.844
286500,3,1,1,Detached,52.062897,1.177685,2.656
285000,4,1,1,Terraced,52.062084,1.170083,2.168
285000,4,1,0,Semi,52.057083,1.180745,2.602
285000,4,1,1,Flat,52.062084,1.170083,2.168
285000,4,1,1,Terraced,52.062084,1.170083,2.168
285000,4,1,1,Flat,52.062084,1.170083,2.168
285000,4,1,1,Flat,52.062084,1.170083,2.168
284995,3,1,1,Semi,52.06406,1.204136,4.36
280000,3,1,2,Semi,52.062756,1.198892,3.974
280000,4,4,0,Detached,52.06147,1.161591,1.674
279995,3,1,0,Bungalow,52.05223,1.199992,3.831
279995,4,2,1,Semi,52.065254,1.17597,2.7
275000,3,1,1,Detached,52.06262,1.181299,2.859
275000,4,1,1,Detached,52.06094,1.1640607,1.762
275000,3,1,1,Semi,52.0642,1.165374,2.071
275000,3,1,0,Semi,52.06871,1.175559,2.921
275000,3,1,1,Detached,52.065735,1.178893,2.894
275000,3,1,1,Bungalow,52.068817,1.176953,3.0
275000,3,1,1,Semi,52.058453,1.203311,4.139
275000,3,1,1,Semi,52.068195,1.180046,3.119
269995,3,1,1,Detached,52.05444,1.21719,5.019
269995,3,1,1,Semi,52.066513,1.189018,3.528
269500,3,1,0,Detached,52.055088,1.192114,3.321
260000,3,1,1,Semi,52.050205,1.208527,4.413
260000,3,1,1,Detached,52.055088,1.192114,3.321
260000,3,1,1,Flat,52.062084,1.170083,2.168
260000,3,1,1,Flat,52.062084,1.170083,2.168
259995,4,2,0,Detached,52.06209,1.162467,1.765
254995,3,1,1,Detached,52.05274,1.220511,5.235
250000,3,1,0,Semi,52.07082,1.177445,3.176
250000,3,1,0,Semi,52.067837,1.181582,3.179
250000,3,1,0,Bungalow,52.06306,1.187677,3.274
250000,3,1,0,Bungalow,52.06306,1.187677,3.274
250000,3,1,1,Semi,52.0591,1.190357,3.295
250000,4,1,1,Detached,52.06094,1.1640607,1.762
250000,3,1,1,Semi,52.069954,1.176493,3.062
250000,3,1,0,Semi,52.06827,1.178461,3.039
249995,3,1,0,Semi,52.06871,1.175559,2.921
249995,4,1,0,Terraced,52.060055,1.161725,1.576
249995,4,1,0,Detached,52.06232,1.167065,2.018
249995,3,1,1,Semi,52.061806,1.189777,3.353
245000,3,1,1,Semi,52.051743,1.203619,4.078
245000,3,1,0,Semi,52.065254,1.17597,2.7
245000,3,2,0,Semi,52.062325,1.179527,2.736
245000,3,1,0,Semi,52.062325,1.179527,2.736
245000,3,1,0,Detached,52.06209,1.162467,1.765
245000,3,1,0,Semi,52.062325,1.179527,2.736
240000,3,1,1,Semi,52.05747,1.202117,4.038
240000,3,1,1,Semi,52.05366,1.201524,3.945
240000,3,1,0,Semi,52.066116,1.176089,2.764
240000,3,1,1,Semi,52.069633,1.178631,3.146
240000,3,1,1,Bungalow,52.05204,1.205201,4.186
240000,3,1,1,Semi,52.05747,1.202117,4.038
240000,3,1,1,Semi,52.05747,1.202117,4.038
240000,3,1,1,Semi,52.05918,1.176662,2.411
239995,3,1,1,Semi,52.05113,1.210679,4.56
239995,4,1,0,Semi,52.062992,1.185513,3.136
239995,3,1,0,Semi,52.05705,1.178845,2.476
237500,2,2,0,Flat,52.05182,1.163885,1.363
235000,3,1,1,Semi,52.058872,1.19215,3.407
235000,3,1,0,Semi,52.0681,1.176551,2.927
235000,3,1,1,Semi,52.070038,1.18241,3.373
234950,3,2,1,Detached,52.05928,1.185088,2.956
234500,3,1,1,Semi,52.0681,1.176551,2.927
234500,3,1,1,Semi,52.0681,1.176551,2.927
230000,2,2,0,Flat,52.05182,1.163885,1.363
230000,3,1,0,Semi,52.063217,1.182829,2.982
230000,3,1,1,Terraced,52.06279,1.162925,1.842
230000,2,1,0,Bungalow,52.0642,1.165374,2.071
230000,3,1,1,Semi,52.057354,1.194114,3.499
229995,3,1,0,Detached,52.059258,1.165564,1.737
229995,3,1,1,Semi,52.070915,1.181918,3.409
229995,3,1,0,Detached,52.0528,1.186845,2.937
225000,3,1,0,Semi,52.05705,1.178845,2.476
225000,3,1,0,Semi,52.057354,1.194114,3.499
225000,3,1,1,Terraced,52.064293,1.172662,2.455
225000,3,1,1,Semi,52.05625,1.194589,3.508
225000,3,1,1,Semi,52.050137,1.210404,4.542
220000,3,1,1,Semi,52.058422,1.18548,2.954
220000,3,1,0,Terraced,52.067734,1.168703,2.513
220000,3,1,0,Semi,52.054146,1.187334,2.984
220000,3,1,1,Semi,52.05747,1.202117,4.038
220000,3,1,0,Semi,52.072533,1.190163,3.961
219995,3,1,0,Terraced,52.054146,1.187334,2.984
219950,3,1,1,Semi,52.054195,1.1855,2.86
219500,3,2,0,Detached,52.05962,1.1688,1.948
217500,3,1,0,Semi,52.070766,1.190693,3.876
215000,3,1,0,Semi,52.067455,1.189713,3.622
214995,3,1,1,Semi,52.06871,1.175559,2.921
214995,2,1,1,Bungalow,52.070557,1.195786,4.155
210000,3,1,1,Semi,52.057354,1.194114,3.499
210000,3,1,0,Terraced,52.064293,1.172662,2.455
210000,3,1,1,Semi,52.05116,1.21392,4.781
209995,3,1,1,Semi,52.057884,1.189118,3.178
209995,3,1,1,Semi,52.06359,1.177588,2.69
205000,3,1,0,Terraced,52.054466,1.176182,2.234
205000,3,1,0,Semi,52.057354,1.194114,3.499
200000,3,1,1,Semi,52.054195,1.1855,2.86
200000,2,1,1,Bungalow,52.054703,1.200023,3.853
200000,3,1,1,Semi,52.061485,1.198232,3.887
200000,3,1,0,Semi,52.064293,1.172662,2.455
200000,2,1,0,Bungalow,52.04909,1.208535,4.418
200000,2,1,0,Flat,52.055557,1.156592,0.999
200000,2,1,0,Semi,52.057884,1.167043,1.752
199995,5,1,0,Terraced,52.057034,1.168354,1.795
199995,3,1,1,Detached,52.06094,1.1640607,1.762
199950,3,1,0,Semi,52.06337,1.181177,2.89
198000,3,1,0,Semi,52.06161,1.187954,3.229
197500,3,1,0,Terraced,52.0543,1.190307,3.188
196000,3,1,1,Terraced,52.07171,1.192818,4.055
195000,3,1,0,Semi,52.06338,1.187102,3.253
190000,2,2,0,Flat,52.05182,1.163885,1.363
190000,2,1,0,Detached,52.057373,1.169049,1.854
190000,3,1,0,Terraced,52.055794,1.185876,2.913
190000,3,1,0,Semi,52.064007,1.17931,2.814
190000,3,1,0,Semi,52.05814,1.190303,3.264
190000,3,1,0,Terraced,52.057884,1.167043,1.752
190000,3,1,0,Semi,52.06925,1.188629,3.664
190000,3,1,1,Semi,52.063435,1.176804,2.635
189995,3,1,0,Semi,52.06161,1.187954,3.229
189950,3,1,0,Semi,52.05466,1.174562,2.129
185000,3,1,1,Semi,52.057884,1.189118,3.178
185000,3,1,0,Semi,52.059265,1.189246,3.227
185000,3,1,0,Terraced,52.058113,1.180628,2.626
185000,3,1,1,Detached,52.062935,1.171895,2.324
185000,3,1,0,Semi,52.058113,1.180628,2.626
185000,2,1,0,Flat,52.052303,1.157545,0.937
180000,3,1,1,Semi,52.057884,1.189118,3.178
180000,3,1,0,Terraced,52.063217,1.182829,2.982
180000,3,1,0,Terraced,52.054855,1.171687,1.941
180000,3,1,0,Semi,52.059265,1.189246,3.227
179999,3,1,0,Semi,52.05372,1.173546,2.043
179995,3,1,0,Unknown,52.055553,1.192497,3.354
179995,3,1,0,Semi,52.058834,1.179964,2.609
179995,3,1,0,Semi,52.07025,1.194042,4.036
179995,3,1,0,Terraced,52.066273,1.186987,3.394
179995,3,1,0,Terraced,52.054855,1.171687,1.941
179995,2,1,0,Semi,52.059765,1.184495,2.935
178500,2,1,0,Semi,52.058113,1.180628,2.626
177500,2,1,0,Semi,52.05353,1.177793,2.328
175000,3,1,0,Semi,52.0544,1.192167,3.315
175000,2,1,0,Flat,52.05263,1.162178,1.256
175000,3,1,0,Semi,52.05766,1.181136,2.645
175000,2,1,0,Flat,52.06334,1.160542,1.778
175000,2,1,0,Bungalow,52.07276,1.187026,3.809
175000,3,1,0,Terraced,52.053013,1.188056,3.021
170000,2,1,0,Terraced,52.054424,1.184057,2.765
170000,3,1,0,Terraced,52.06084,1.162904,1.693
170000,2,1,0,Flat,52.058723,1.161382,1.466
170000,2,1,0,Detached,52.064503,1.186204,3.253
170000,2,1,0,Semi,52.059765,1.184495,2.935
170000,2,1,0,Semi,52.053436,1.183987,2.748
170000,3,1,1,Terraced,52.05555,1.17407,2.117
170000,3,1,0,Semi,52.05466,1.174562,2.129
170000,2,1,0,Mobile,52.047924,1.21147,4.626
170000,2,2,0,Flat,52.05182,1.163885,1.363
170000,2,1,0,Flat,52.058723,1.161382,1.466
169995,3,1,0,Terraced,52.05766,1.181136,2.645
167500,2,1,0,Semi,52.058113,1.180628,2.626
165000,2,2,0,Flat,52.054996,1.158814,1.106
165000,2,1,0,Semi,52.054424,1.184057,2.765
165000,2,2,0,Flat,52.05182,1.163885,1.363
165000,3,1,1,Semi,52.06871,1.175559,2.921
164995,2,1,0,Terraced,52.059727,1.182187,2.785
162500,2,1,0,Terraced,52.055687,1.172212,1.998
160000,2,1,1,Semi,52.054943,1.189083,3.114
160000,2,1,0,Semi,52.057083,1.180745,2.602
160000,2,1,0,Terraced,52.058975,1.183389,2.835
160000,3,1,0,Terraced,52.053013,1.188056,3.021
160000,2,1,0,Detached,52.055687,1.172212,1.998
159995,2,1,0,Semi,52.05928,1.185088,2.956
159995,3,1,1,Terraced,52.05566,1.176515,2.283
159995,3,1,0,Semi,52.063435,1.176804,2.635
157500,2,1,0,Terraced,52.06084,1.162904,1.693
155000,3,1,0,Terraced,52.060787,1.160565,1.571
155000,2,1,0,Terraced,52.058807,1.160265,1.411
155000,2,1,0,Semi,52.05849,1.188286,3.14
155000,1,1,0,Flat,52.052303,1.157545,0.937
155000,2,1,0,Unknown,52.05466,1.174562,2.129
155000,2,1,0,Terraced,52.060467,1.166073,1.84
155000,3,1,0,Terraced,52.056267,1.167731,1.725
155000,2,1,0,Semi,52.060688,1.16819,1.974
153000,3,1,1,Semi,52.05821,1.176856,2.385
152500,1,1,0,Flat,52.05182,1.163885,1.363
150000,2,1,0,Terraced,52.05353,1.177793,2.328
150000,2,1,0,Unknown,52.060814,1.169949,2.083
150000,2,1,0,Terraced,52.05985,1.165621,1.776
150000,3,1,1,Semi,52.05323,1.189209,3.101
150000,2,1,0,Terraced,52.05466,1.174562,2.129
150000,4,2,0,Flat,52.05511,1.159172,1.134
150000,1,1,0,Flat,52.0524,1.156428,0.864
150000,3,1,0,Terraced,52.053013,1.188056,3.021
150000,2,1,0,Terraced,52.059505,1.187103,3.095
150000,2,2,0,Flat,52.052467,1.155426,0.798
150000,2,1,0,Flat,52.054996,1.158814,1.106
149995,2,1,0,Terraced,52.055794,1.185876,2.913
149995,2,1,0,Terraced,52.060787,1.160565,1.571
145000,3,1,0,Terraced,52.05774,1.16286,1.492
145000,2,1,0,Terraced,52.054276,1.182252,2.641
145000,3,1,0,Terraced,52.059067,1.163318,1.597
145000,2,1,0,Terraced,52.06209,1.162467,1.765
144995,3,1,0,Semi,52.05985,1.165621,1.776
144500,2,1,0,Semi,52.06001,1.168054,1.926
140000,3,1,0,Semi,52.06001,1.168054,1.926
140000,3,1,0,Semi,52.05739,1.16622,1.677
140000,1,1,0,Flat,52.05182,1.163885,1.363
140000,3,1,0,Semi,52.05739,1.16622,1.677
140000,2,1,0,Terraced,52.058426,1.169138,1.907
140000,2,1,0,Terraced,52.059036,1.181394,2.708
140000,2,1,0,Terraced,52.05466,1.174562,2.129
140000,1,1,0,Flat,52.052467,1.155426,0.798
140000,2,1,0,Flat,52.052467,1.155426,0.798
140000,2,1,0,Terraced,52.060467,1.166073,1.84
140000,3,1,0,Semi,52.05985,1.165621,1.776
139995,2,1,0,Flat,52.054996,1.158814,1.106
139995,2,1,0,Flat,52.05263,1.162178,1.256
139995,2,1,0,Flat,52.052467,1.155426,0.798
139500,2,1,0,Terraced,52.054058,1.173964,2.077
139000,2,2,0,Flat,52.054996,1.158814,1.106
135000,2,1,0,Unknown,52.061058,1.170127,2.108
135000,2,2,0,Flat,52.0524,1.156428,0.864
134995,1,1,0,Flat,52.05269,1.15833,0.998
130000,1,1,0,Flat,52.05254,1.154833,0.76
130000,3,1,0,Terraced,52.05466,1.174562,2.129
130000,3,1,0,Terraced,52.055088,1.192114,3.321
130000,3,1,0,Terraced,52.067734,1.168703,2.513
129995,2,1,0,Terraced,52.059765,1.16347,1.65
129995,2,1,0,Terraced,52.05566,1.176515,2.283
129995,2,1,0,Terraced,52.06155,1.16361,1.782
129995,2,1,0,Terraced,52.058975,1.183389,2.835
125000,2,1,0,Unknown,52.060814,1.168841,2.019
125000,2,1,0,Flat,52.05254,1.154833,0.76
125000,2,1,0,Terraced,52.059505,1.187103,3.095
125000,2,1,0,Terraced,52.062077,1.174738,2.436
125000,2,1,0,Terraced,52.058807,1.160265,1.411
125000,2,1,0,Unknown,52.060814,1.168841,2.019
125000,2,1,0,Flat,52.057793,1.164191,1.574
125000,2,1,0,Flat,52.05254,1.154833,0.76
125000,1,1,0,Flat,52.052467,1.155426,0.798
125000,1,1,0,Unknown,52.05847,1.160942,1.425
125000,2,1,0,Flat,52.06094,1.1640607,1.762
124995,2,1,0,Flat,52.06094,1.1640607,1.762
124995,1,1,0,Flat,52.052467,1.155426,0.798
120000,2,1,0,Unknown,52.059032,1.17922,2.568
120000,2,1,0,Flat,52.059486,1.160765,1.485
120000,2,1,0,Flat,52.061058,1.170127,2.108
120000,2,1,0,Flat,52.05699,1.167578,1.744
120000,2,1,0,Unknown,52.05699,1.167578,1.744
119995,1,1,0,Flat,52.052467,1.155426,0.798
119995,2,1,0,Terraced,52.05349,1.182284,2.632
119995,2,1,0,Terraced,52.059727,1.182187,2.785
119995,1,1,0,Flat,52.052467,1.155426,0.798
119000,2,1,0,Flat,52.057793,1.164191,1.574
117500,2,1,0,Flat,52.05699,1.167578,1.744
116500,1,1,0,Flat,52.06411,1.162712,1.94
115000,1,1,0,Flat,52.06559,1.161197,2.004
115000,1,1,0,Flat,52.0524,1.156428,0.864
114995,1,1,0,Flat,52.05263,1.162178,1.256
114995,1,1,0,Flat,52.05254,1.154833,0.76
114995,1,1,0,Unknown,52.061058,1.170127,2.108
110000,1,1,0,Unknown,52.06212,1.18583,3.116
110000,1,1,0,Flat,52.059067,1.177646,2.469
110000,2,1,0,Unknown,52.072056,1.185195,3.662
110000,1,1,0,Unknown,52.05928,1.185088,2.956
109995,1,1,0,Flat,52.052467,1.155426,0.798
105000,2,1,0,Unknown,52.05539,1.162635,1.365
100000,2,1,0,Flat,52.053444,1.161637,1.236